Z,N,BindingEnergy
109,157,1933.206468
109,158,1941.659703
109,159,1948.529396
109,160,1956.330585
109,161,1962.9022
109,162,1970.49846
110,157,1934.887856
110,158,1943.359721
110,159,1949.931336
110,160,1958.47772
110,161,1965.198375
110,162,1973.055453
110,163,1978.388181
111,161,1965.594301
